Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,Latitude,Longitude,Outras informacoes da localidade,Jurisdicao,Destino do Material
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marcos Bergmann Carlucci,383635,"Nº Da Autorização/Licença Sisbio: 30669, Projeto: Padrões De Organização De Comunidades Arbóreas E Arbustivas Em Expansão Sobre Campos Nativos No Sul Do Brasil - O Papel De Dimensões Do Nicho E Da Filogenia Da Escala Local À Regional",04/04/2013,05/04/2013 a 05/04/2013,29/09/2018,Zanthoxylum,NA,Zanthoxylum rhoifolium,genus,1,NA,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,NA,Espécie não Ameaçada,NA,Próximo A Apa Do Ibirapuitã,Brasil,RS,Santana Do Livramento,Espécie não Sensível,-30.716667,-55.511111,Coordenada aproximada,NA,Destinado a laboratório
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,D. P. Costa et al,RB00649095,2699,19/11/1995,NA,30/10/2017,Isopterygium tenerum,NA,Isopterygium tenerum (Sw.) Mitt.,species,NA,NA,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Isopterygium,Isopterygium tenerum,Espécie não Ameaçada,NA,"Vale do Alto Juruá. Reserva indígena, Praia do Carapaná, Colocação Macuripe.    Sobre colmo de bambu, terraço inundável.",Brasil,Acre,Tarauacá,Espécie não Sensível,-8.4677778,-71.3775,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J. Prado,RB01312957,CFCR12027,27/05/1988,NA,30/10/2017,Pavonia,NA,Pavonia cancellata (L.) Cav.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Pavonia,NA,Espécie Ameaçada,Em Perigo,"Margem direita do Rio Itacambiruçu, entre a ponte para Cristália e a Fazenda Jambeiro",Brasil,Minas Gerais,Grão Mogol,Espécie não Sensível,-16.5833333,-42.9,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"A.M. Amorim et. al.,",RB00990488,9175,28/02/2015,NA,30/10/2017,Rubiaceae,NA,RUBIACEAE,family,NA,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,NA,NA,Espécie não Ameaçada,NA,Estrada para São Marcelo.,Brasil,Bahia,Formosa do Rio Preto,Espécie não Sensível,-11.05,-45.35,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marcelo Brilhante De Medeiros,283179,"Nº Da Autorização/Licença Sisbio: 24308, Projeto: Levantamento Florístico E Resgate De Germoplasma Vegetal Para A Conservação Ex Situ Na Área Do Reservatório Da Uhe Estreito (Ma, To)",26/08/2008,27/08/2008 a 27/08/2008,02/09/2014,Dimorphandra mollis,NA,Dimorphandra mollis,species,1,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Dimorphandra,Dimorphandra mollis,Espécie não Ameaçada,NA,Áreas De Cerrado,Brasil,TO,Palmeirante,Espécie não Sensível,-7.811111,-47.943611,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.L.Fonseca,RB00207707,1311,11/11/1996,NA,30/10/2017,Loranthaceae,NA,Passovia ovata (Pohl ex DC.) Tiegh.,family,NA,NA,Magnoliophyta,Magnoliopsida,Santalales,Loranthaceae,NA,NA,Espécie não Ameaçada,NA,"Parque Nacional da Chapada dos Veadeiros, ca 23 km de Alto Paraíso. Parque Nacional da Chapada dos Veadeiros",Brasil,Goiás,Alto Paraíso de Goiás,Espécie não Sensível,-13.9413889,-47.4911111,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Negreiros, F.F.",RB01322190,68,26/04/2016,NA,30/10/2017,Oreopanax,NA,Oreopanax,genus,NA,NA,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Oreopanax,NA,Espécie não Ameaçada,NA,REBIO Tinguá. Orbel II. Interior 2 parcela 8.,Brasil,Rio de Janeiro,Miguel Pereira,Espécie não Sensível,-22.5488889,-43.4227778,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Lucia Helena Soares E Silva,301984,"Nº Da Autorização/Licença Sisbio: 33212, Projeto: Levantamento De Orchidaceae Nas Matas De Galeria E Ciliar Da Área1 Da Flona  De Brasília",30/04/2012,01/05/2012 a 01/05/2012,12/09/2017,Vanilla chamissonis,NA,Vanilla chamissonis,species,1,NA,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Vanilla,Vanilla chamissonis,Espécie não Ameaçada,NA,Floresta Nacional De Brasília,Brasil,DF,NA,Espécie não Sensível,-15.79023,-48.086472,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Regiane Yatsuda,992494,"Nº Da Autorização/Licença Sisbio: 13258, Projeto: Valiação Da Atividade Biológica De Compostos Isolados De Plantas Medicinais Do Sudoeste Da Bahia",04/03/2016,05/03/2016 a 05/03/2016,06/10/2019,Anacardiaceae,NA,Anacardiaceae,family,3,NA,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,NA,NA,Espécie não Ameaçada,NA,Floresta Nacional De Contendas Do Sincorá,Brasil,BA,NA,Espécie não Sensível,-13.916697,-41.100256,Coordenada aproximada,NA,Destinado a laboratório
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Daniel Augusto Chaves,782994,"Nº Da Autorização/Licença Sisbio: 40530, Projeto: Padrões De Distribuição E Riqueza De Espécies Lenhosas De Compositae No Parna Sempre-Vivas, Cadeia Do Espinhaço ? Minas Gerais",19/03/2014,20/03/2014 a 20/03/2014,05/11/2015,Vernonia psilophylla,NA,Lessingianthus psilophyllus,species,1,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Vernonia,Vernonia psilophylla,Espécie não Ameaçada,NA,Parque Nacional Das Sempre Vivas,Brasil,MG,NA,Espécie não Sensível,-17.9,-43.783333,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Vieira, C. R. D.",RB01032141,PSACF_EX05923,19/06/2015,NA,30/10/2017,Alstroemeria,NA,Alstroemeria,genus,NA,NA,Magnoliophyta,Liliopsida,Liliales,Alstroemeriaceae,Alstroemeria,NA,Espécie Ameaçada,Em Perigo,NA,Brasil,Pará,Vitória do Xingu,Espécie não Sensível,-3.2755556,-51.8344444,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L.M. Garcia,RB01370503,902,12/11/2016,NA,30/10/2017,Anadenanthera colubrina,NA,Anadenanthera colubrina (Vell.) Brenan,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Anadenanthera,Anadenanthera colubrina,Espécie não Ameaçada,NA,"Base Avançada de Pesquisa do Núpélia/ UEM, Margem esquerda do Rio Paraná",Brasil,Paraná,Porto Rico,Espécie não Sensível,-22.7747222,-53.2613889,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,John Ethan Householder,304795,"Nº Da Autorização/Licença Sisbio: 30159, Projeto: Biogeografia, Ecologia De Comunidades, E Classificação De Habitats Úmidos Dominados Por Mauritia Flexuosa L.F Na Bacia Amazônica",08/09/2012,09/09/2012 a 09/09/2012,22/06/2015,Rubiaceae,NA,Rubiaceae,family,1,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,NA,NA,Espécie não Ameaçada,NA,Estação Ecológica De Maracá,Brasil,RR,NA,Espécie não Sensível,3.376111,-61.435833,Coordenada aproximada,NA,Será destinado posteriormente
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Fabíola Andressa Moreira Silva,908305,"Nº Da Autorização/Licença Sisbio: 48892, Projeto: Estudo Etnobotânico De Plantas Utilizadas Pelos Extrativistas Da Resex Riozinho Do Anfrísio, Altamira-Pa",16/11/2015,17/11/2015 a 17/12/2015,01/06/2017,Fabaceae,NA,Fabaceae,family,1,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,NA,NA,Espécie não Ameaçada,NA,Reserva Extrativista Riozinho Do Anfrísio,Brasil,PA,NA,Espécie não Sensível,-5.857778,-54.836944,Coordenada aproximada,NA,Descartado
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.Neri,RB00573737,23,05/07/2009,NA,30/10/2017,Leptoscela ruellioides,NA,Leptoscela ruellioides Hook.f.,species,NA,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Leptoscela,Leptoscela ruellioides,Espécie não Ameaçada,NA,"Fazenda Santa Maria, propriedade de Tânia Louzada. BA 046, ca. 15 Km a partir da BR 116 em direção a Iaçu. Caatinga arbustiva.",Brasil,Bahia,Iaçu,Espécie não Sensível,-12.8266667,-39.9511111,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Lúcia Helena De Oliveira Wadt,233423,"Nº Da Autorização/Licença Sisbio: 15413, Projeto: Conservação Genética De Espécies Florestais Em Florestas Manejadas",09/01/2012,10/01/2012 a 30/03/2012,16/01/2013,Bertholletia excelsa,NA,Bertholletia excelsa,species,1,NA,Magnoliophyta,Magnoliopsida,Lecythidales,Lecythidaceae,Bertholletia,Bertholletia excelsa,Espécie Ameaçada,Vulnerável,"Pae Chico Mendes, Colocação Cachoeira",Brasil,AC,Xapuri,Espécie não Sensível,-10.829731,-68.3884,Coordenada exata da ocorrência,NA,Descartado
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.E. Meireles,RB00471416,435,02/02/2006,NA,30/10/2017,Stylosanthes,NA,Stylosanthes,genus,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Stylosanthes,NA,Espécie não Ameaçada,NA,Stella Maris.,Brasil,Bahia,Salvador,Espécie não Sensível,-12.9280556,-38.3269445,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A. Quinet,RB00600729,1902,09/12/2009,NA,30/10/2017,Plantae,NA,INDETERMINADA,kingdom,NA,NA,NA,NA,NA,NA,NA,NA,Espécie não Ameaçada,NA,Rio Arama. Floresta Nacional do Mapiá - Inauiní.,Brasil,Amazonas,Boca do Acre,Espécie não Sensível,-8.3741667,-68.3391667,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Alejandro Lozano Balcázar,111465,"Nº Da Autorização/Licença Sisbio: 27440, Projeto: Dinâmica Do Uso De Plantas Medicinais Na Floresta Nacional Do Araripe (Ceará, Nordeste Do Brasil)",30/04/2011,01/05/2011 a 01/05/2011,23/07/2013,Ziziphus,NA,Ziziphus joazeiro,genus,1,NA,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Ziziphus,NA,Espécie não Ameaçada,NA,Floresta Nacional De Araripe-Apodi,Brasil,CE,NA,Espécie não Sensível,-7.406356,-39.349139,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.J. Almeida-Scabbia,RB00704016,5024,16/10/2007,NA,30/10/2017,Miconia formosa,NA,Miconia formosa Cogn.,species,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia formosa,Espécie não Ameaçada,NA,"Subprefeitura de PAranapiacaba e Parque Andreense, Uniflor.",Brasil,São Paulo,Santo André,Espécie não Sensível,-23.7602778,-46.4655556,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,D.C.Daly,RB00682141,12168,03/10/2003,NA,30/10/2017,Eschweilera parvifolia,NA,Eschweilera parvifolia Mart. ex DC.,species,NA,NA,Magnoliophyta,Magnoliopsida,Lecythidales,Lecythidaceae,Eschweilera,Eschweilera parvifolia,Espécie não Ameaçada,NA,"Rio Abuna, Projeto de Assentamento Extrativista (PAE)Porto Dias, km 108 of BR-364 (Rio Branco - Porto Velho), then 30 km S on side road, Colocação Palhau.",Brasil,Acre,Acrelândia,Espécie não Sensível,-9.9794445,-66.8013889,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Roberto Orlandi,RB00084889,211,22/08/1980,NA,30/10/2017,Dalechampia ficifolia,NA,Dalechampia ficifolia Lam.,species,NA,NA,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Dalechampia,Dalechampia ficifolia,Espécie não Ameaçada,NA,Serra do Brito.,Brasil,Bahia,Jacobina,Espécie não Sensível,-11.1519444,-40.0113889,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Carolina Volkmer De Castilho,795824,"Nº Da Autorização/Licença Sisbio: 41454, Projeto: Variação Espacial Da Diversidade E Biomassa Arbórea Viva Nas Florestas Alagadas Ao Longo Do Rio Branco, Roraima",23/09/2014,24/09/2014 a 03/10/2014,09/04/2017,Myrtaceae,NA,Myrtaceae,family,1,NA,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NA,NA,Espécie não Ameaçada,NA,Parque Nacional Viruá,Brasil,RR,NA,Espécie não Sensível,1.54083,-61.23417,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A. Quinet,RB00133626,NA,26/10/2000,NA,30/10/2017,Lauraceae,NA,Phyllostemonodaphne geminiflora (Mez) Kosterm.,family,NA,NA,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,NA,NA,Espécie não Ameaçada,NA,"Lumiar, localidade do Vale dos Peões.",Brasil,Rio de Janeiro,Nova Friburgo,Espécie não Sensível,-22.3502778,-42.3291667,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Lúcia Helena De Oliveira Wadt,1047956,"Nº Da Autorização/Licença Sisbio: 53423, Projeto: Simulação Em Ambiente 3d Do Impacto Da Exploração Madeireira Nas Populações De Castanheira (Bertholletia Excelsa)",29/02/2016,01/03/2016 a 01/03/2016,15/05/2017,Bertholletia excelsa,NA,Bertholletia excelsa,species,1,NA,Magnoliophyta,Magnoliopsida,Lecythidales,Lecythidaceae,Bertholletia,Bertholletia excelsa,Espécie Ameaçada,Vulnerável,Reserva Extrativista Chico Mendes,Brasil,AC,NA,Espécie não Sensível,-10.777248,-68.658978,Coordenada exata da ocorrência,NA,Descartado
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C. Farney,RB00471126,1745,16/10/1987,NA,30/10/2017,Clathrotropis macrocarpa,NA,Clathrotropis macrocarpa Ducke,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Clathrotropis,Clathrotropis macrocarpa,Espécie não Ameaçada,NA,Próximo a Carapanã.,Brasil,Amazonas,São Gabriel da Cachoeira,Espécie não Sensível,0.0833333,-67.25,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,T.B. Flores,RB00939088,406,25/01/2010,NA,30/10/2017,Paullinia carpopoda,NA,Paullinia carpopoda Cambess.,species,NA,NA,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Paullinia,Paullinia carpopoda,Espécie não Ameaçada,NA,Macaé de Cima - Rio das Flores.,Brasil,Rio de Janeiro,Nova Friburgo,Espécie não Sensível,-22.4286111,-42.5022222,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Alberto Vicentini,545755,"Nº Da Autorização/Licença Sisbio: 20623, Projeto: Flórula De São Gabriel Da Cachoeira (Am)",12/06/2009,13/06/2009 a 13/06/2009,30/09/2014,Acianthera fockei,NA,Pleurothallis fockei,species,1,NA,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera fockei,Espécie não Ameaçada,NA,Rios Issana E Uaupés,Brasil,AM,Sao Gabriel Da Cachoeira,Espécie não Sensível,0.09499,-67.35245,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R. Marquete,RB00639059,1492,07/03/1994,NA,30/10/2017,Adiantum obliquum,NA,Adiantum obliquum Willd.,species,NA,NA,Pteridophyta,Filicopsida,Polypodiales,Pteridaceae,Adiantum,Adiantum obliquum,Espécie não Ameaçada,NA,"Apa-cairucu, Corrego dos Micos no Mo. da Pedra Rolada.",Brasil,Rio de Janeiro,Paraty,Espécie não Sensível,-23.0166667,-44.05,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Adarilda Petini Benelli,1068961,"Nº Da Autorização/Licença Sisbio: 41247, Projeto: Filogenia De Catasetum L.C.Rich. Ex Kunth (Orchidaceae) E Monografia Do Gênero Para A Flora De Mato Grosso, Brasil",24/10/2016,25/10/2016 a 25/10/2016,16/06/2020,Emilia fosbergii,NA,Emilia fosbergii,species,1,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Emilia,Emilia fosbergii,Espécie não Ameaçada,NA,Remanescente De Cerrado Em Área Urbana,Brasil,MT,Varzea Grande,Espécie não Sensível,-15.691017,-56.134558,Coordenada exata da ocorrência,NA,Depositado em banco de amostras biológicas
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. Martinelli,RB00929365,18386,05/11/2014,NA,30/10/2017,Ochnaceae,NA,Poecilandra retusa Tul.,family,NA,NA,Magnoliophyta,Magnoliopsida,Theales,Ochnaceae,NA,NA,Espécie não Ameaçada,NA,"Monte Caburaí, Campos arbustivos com Rapateaceae. Parque Nacional do Monte Roraima",Brasil,Roraima,Uiramutã,Espécie não Sensível,5.1727778,-60.2325,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,B.A.S.PEREIRA,RB00072722,2779,19/06/1995,NA,30/10/2017,Terminalia,NA,Terminalia actinophylla Mart.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,NA,Espécie Ameaçada,Em Perigo,"FAZ. RIO DAS ALMAS , KM 55 DA ESTRADA ALTO PARAÍSO / TERESINA DE GOIAS . .",Brasil,Goiás,Teresina de Goiás,Espécie não Sensível,-13.75,-47.3333333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Fonseca, M.L",RB00670946,6366,20/03/2010,NA,30/10/2017,Stryphnodendron,NA,Stryphnodendron,genus,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Stryphnodendron,NA,Espécie não Ameaçada,NA,"Bacia do Araguaia. Sub-bacia do rio Caiapó.(A-7, área 9, pto n6).",Brasil,Tocantins,Araguacema,Espécie não Sensível,-9.1575,-49.6605556,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C. Snak,RB00893556,1066,05/03/2013,NA,30/10/2017,Vigna longifolia,NA,Vigna trichocarpa (C.Wright ex Sauvalle) A.Delgado,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna longifolia,Espécie não Ameaçada,NA,"União Queimados, ca. 80m da ponte em direção a Inema.",Brasil,Bahia,Itajuípe,Espécie não Sensível,-14.6752778,-39.4794445,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cristiane Snak,44403,"Nº Da Autorização/Licença Sisbio: 22144, Projeto: Macroptilium (Benth.) Urb. E Vigna Savi (Leguminosae ? Papilionoideae ? Phaseoleae) No Estado Do Paraná",28/03/2010,29/03/2010 a 30/03/2010,24/01/2014,Macroptilium erythroloma,NA,Macroptilium erythroloma,species,1,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Macroptilium,Macroptilium erythroloma,Espécie não Ameaçada,NA,Resquício De Cerrado,Brasil,PR,Campo Mourao,Espécie não Sensível,-24.087222,-52.37,NA,NA,Depositado em coleção/museu
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Naara Ferreira Da Silva,526846,"Nº Da Autorização/Licença Sisbio: 40119, Projeto: Monitoramento E Modelagem De Dois Grandes Ecossistemas De Áreas Úmidas Amazônicas Em Cenários De Mudanças Climáticas",22/10/2013,23/10/2013 a 25/10/2013,20/08/2017,Unonopsis guatterioides,NA,Unonopsis guatterioides,species,5,NA,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Unonopsis,Unonopsis guatterioides,Espécie não Ameaçada,NA,Parque Nacional Do Jaú,Brasil,AM,NA,Espécie não Sensível,-1.851352,-61.592513,Coordenada de referência da área amostrada,NA,Solto/mantido na natureza
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Jackie M. Poole,RB00250820,1626,25/06/1979,NA,30/10/2017,Epidendrum strobiliferum,NA,Epidendrum rodriguesii Cogn.,species,NA,NA,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,Epidendrum strobiliferum,Espécie não Ameaçada,NA,"Rio Negro, between Manaus and São Gabriel. Above and below junction with Rio Branco, E of Carvoeiro.",Brasil,Amazonas,NA,Espécie não Sensível,-1.4166667,-61.0888889,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L.C.Souza,RB00557637,65,14/02/1998,NA,30/10/2017,Piper,NA,Piper amplum Kunth,genus,NA,NA,Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Piper,NA,Espécie Ameaçada,Em Perigo,Estação Experimental.,Brasil,São Paulo,Itapetininga,Espécie não Sensível,-23.5666667,-48,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Dias, M.S.",RB00496228,NA,NA,NA,30/10/2017,Cololejeunea,NA,Cololejeunea papilliloba (Steph). Steph.,genus,NA,NA,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Cololejeunea,NA,Espécie não Ameaçada,NA,Parque Municipal São Francisco de Assis.,Brasil,NA,NA,Espécie não Sensível,-27.9208334,-49.075,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G.Martinelli,RB01049251,18784,11/10/2015,NA,30/10/2017,Clusiaceae,NA,Kielmeyera neriifolia Cambess.,family,NA,NA,Magnoliophyta,Magnoliopsida,Theales,Clusiaceae,NA,NA,Espécie não Ameaçada,NA,Parque Estadual do Rio Preto entre a Casa de Hóspedes e o Vale das Estrelas.,Brasil,Minas Gerais,São Gonçalo do Rio Preto,Espécie não Sensível,-18.1269445,-43.3625,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Gilberto Menezes Amado Filho,176315,"Nº Da Autorização/Licença Sisbio: 29694, Projeto: Caracterização Da Estrutura Da Comunidade Bentônica Do Infralitoral Do Arquipélago De Fernando De Noronha",30/09/2010,01/10/2010 a 01/10/2010,09/06/2017,Sporolithon ptychoides,NA,Sporolithon ptychoides,species,1,NA,Rhodophyta,Florideophyceae,Corallinales,Sporolithaceae,Sporolithon,Sporolithon ptychoides,Espécie não Ameaçada,NA,Parque Nacional Marinho De Fernando De Noronha,Brasil,PE,NA,Espécie não Sensível,-3.828056,-32.442778,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.S. Lopes,RB00649687,636,20/05/2002,NA,30/10/2017,Trichomanes ovale,NA,Trichomanes ovale (E. Fourn.) Wess.,species,NA,NA,Pteridophyta,Filicopsida,Polypodiales,Hymenophyllaceae,Trichomanes,Trichomanes ovale,Espécie não Ameaçada,NA,"Usina Colônia, Mata do Ageró.",Brasil,Pernambuco,Jaqueira,Espécie não Sensível,-8.8011111,-35.9380555,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.C.Forzza,RB00883900,6651,01/10/2011,NA,30/10/2017,Ornithidium mapiriense,NA,Ornithidium mapiriense Kraenzl.,species,NA,NA,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Ornithidium,Ornithidium mapiriense,Espécie não Ameaçada,NA,"Serra do Aracá,mata de terra firme na borda de paredão.  Floresceu em cultivo no Orchidário do JBRJ em setembro de 2014 nº 4620.Flores em álcool. Parque Estadual da Serra do Aracá.",Brasil,Amazonas,Barcelos,Espécie não Sensível,0.9416666,-63.4152778,NA,NA,NA
