Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Hirtella hebeclada Moric. ex DC.,Hirtella hebeclada Moric. ex DC.,"Ouro Branco, floresta semidecidual",Brazil,-20.497200012207,-43.724201202393,1053,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Pisonia zapallo Griseb.,Pisonia zapallo Griseb.,"Viçosa, floresta semidecidual",Brazil,-20.777500152588,-42.872798919678,719,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Blepharocalyx salicifolius (Kunth) O.Berg,Blepharocalyx salicifolius (Kunth) O.Berg,"Sabará, Chácara do Lessa, floresta semidecidual",Brazil,-19.878299713135,-43.808898925781,905,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Machaerium floridum (Mart. ex Benth.) Ducke,Machaerium floridum (Mart. ex Benth.) Ducke,"Viçosa, floresta semidecidual",Brazil,-20.777500152588,-42.872798919678,719,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Mabea fistulifera Mart.,Mabea fistulifera Mart.,"Frei Gaspar, floresta semidecidual",Brazil,-18.072500228882,-41.4660987854,734,Seasonally dry Semideciduous Broadleaved Forest,"REIS, H.; SCOLFORO, J.R.S.; OLIVEIRA, A.D.; OLIVEIRA-FILHO, A.T.; MELLO, J.M. 2007 Análise da composição florística, diversidade e similaridade de fragmentos de mata atlântica em Minas Gerais. Cerne 13 (3): 280-290.",
Sapium glandulosum (L.) Morong,Sapium glandulosum (L.) Morong,"Douradina, floresta semidecidual",Brazil,-23.430299758911,-51.944400787354,532,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Miconia theizans (Bonpl.) Cogn.,Miconia theizans (Bonpl.) Cogn.,"Peixe Cru, carrasco",Brazil,-17.118099212646,-42.948600769043,700,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Actinostemon concolor (Spreng.) Müll.Arg.,Actinostemon concolor (Spreng.) Müll.Arg.,"Caratinga, Embratel, floresta semidecidual",Brazil,-19.84580039978,-42.127799987793,952,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Pouteria glomerata (Miq.) Radlk.,Pouteria glomerata (Miq.) Radlk.,"Rio Negro de Mato Grosso, floresta ripícola",Brazil,-21.158599853516,-55.712799072266,267,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Calophyllum brasiliense Cambess.,Calophyllum brasiliense Cambess.,"Taquaritinga, floresta semidecidual",Brazil,-21.40419960022,-48.68920135498,526,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",
Faramea nigrescens Mart.,Faramea nigrescens Mart.,"Serra da Moeda, floresta semidecidual",Brazil,-20.270299911499,-43.969398498535,1136,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Albizia inundata (Mart.) Barneby & J.W.Grimes,Albizia inundata (Mart.) Barneby & J.W.Grimes,"Capitão Enéas, caatinga arbórea",Brazil,-16.150800704956,-43.719699859619,766,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Myrciaria floribunda (H.West ex Willd.) O.Berg,Myrciaria floribunda (H.West ex Willd.) O.Berg,"Nanuque, floresta semidecidual",Brazil,-17.83219909668,-40.280799865723,224,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Miconia sellowiana Naudin,Miconia sellowiana Naudin,"Avaré, floresta semidecidual",Brazil,-23.206399917603,-48.901100158691,657,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Casearia sylvestris Sw.,Casearia sylvestris Sw.,"Grão Mogol, Rio Itacambiruçu, floresta semidecidual",Brazil,-16.586700439453,-42.853900909424,641,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Handroanthus impetiginosus (Mart. ex DC.) Mattos,Handroanthus impetiginosus (Mart. ex DC.) Mattos,"Senhor do Bonfim, floresta decidual rupícola",Brazil,-10.405599594116,-40.215000152588,859,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
"Schefflera morototoni (Aubl.) Maguire, Steyerm. & Frodin","Schefflera morototoni (Aubl.) Maguire, Steyerm. & Frodin","Planaltina, floresta ripícola",Brazil,-15.748100280762,-47.677501678467,896,Seasonally dry Semideciduous Broadleaved Forest,"PEREIRA, B.A.S.; MENDONÇA, R.C.; FILGUEIRAS, T.S.; PAULA, J.E. & HERINGER E.P. 1985 Levantamento florístico da área de Proteção Ambiental (APA) da Bacia do Rio São Bartolomeu, Distrito Federal. In: XXXVI Congresso Nacional de Botânica, Anais. Pp. 419-493",
Myrcia obovata (O.Berg) Nied.,Myrcia obovata (O.Berg) Nied.,"Sao Thome das Letras, cerrado rupicola",Brazil,-21.719999313354,-45.000999450684,,,"LOPES, R.M.F.; FREITAS, V.L.O. & BARBOSA, P.M.M. 2013 Estrutura do componente arbóreo em áreas de cerrado no município de São Thomé das Letras, MG. Revista Árvore 37 (5): 801-813.",
Trichilia casaretti C.DC.,Trichilia casaretti C.DC.,"Armação dos Búzios, Emerenças, floresta semidecidual",Brazil,-22.815000534058,-41.958099365234,46,Seasonally dry Semideciduous Broadleaved Forest,"KURTZ, B.C.; SÁ, C.F.C. & SILVA, D.O. 2009 Fitossociologia do componente arbustivo-arbóreo de florestas semidecíduas costeiras da região de Emerenças, Área de Proteção Ambiental do Pau Brasil, Armação dos Búzios, Rio de Janeiro, Brasil. Rodriguésia 60 (1",
Diospyros sericea A.DC.,Diospyros sericea A.DC.,"Bandeira e Macarani, floresta semidecidual de cipó",Brazil,-15.780300140381,-40.51969909668,876,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",
Chamaecrista aspleniifolia (H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista aspleniifolia (H.S.Irwin & Barneby) H.S.Irwin & Barneby,"Mendanha, Rio Jequitinhonha, floresta semidecídua",Brazil,-18.265600204468,-43.449401855469,738,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Richeria grandis Vahl,Richeria grandis Vahl,"Santana de Pirapama, Rio Cipó, floresta ripícola",Brazil,-18.864999771118,-43.907501220703,613,Seasonally dry Semideciduous Broadleaved Forest,"SOUZA, P.B.; ALVES, J.A.; SILVA, A.F. & SOUZA, A.L. 2008 Composição florística da vegetação arbórea de um remanescente de cerradão, Paraopeba, MG. Revista Árvore 32 (4): 771-780.",
Zanthoxylum riedelianum Engl.,Zanthoxylum riedelianum Engl.,"Belo Horizonte, floresta semidecidual",Brazil,-19.876899719238,-43.971900939941,847,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Casearia aculeata Jacq.,Casearia aculeata Jacq.,"São José do Rio Preto, floresta semidecidual",Brazil,-20.723100662231,-49.418598175049,562,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Mimosa incana (Spreng.) Benth.,Mimosa incana (Spreng.) Benth.,"Barbacena, floresta semidecidual",Brazil,-21.190599441528,-43.703098297119,1219,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Xylosma ciliatifolia (Clos) Eichler,Xylosma ciliatifolia (Clos) Eichler,"Lagoa Dourada, floresta semidecidual",Brazil,-20.924699783325,-44.101100921631,1115,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Pachystroma longifolium (Nees) I.M.Johnst.,Pachystroma longifolium (Nees) I.M.Johnst.,"Ibiporã, floresta semidecidual",Brazil,-23.193899154663,-50.620800018311,577,Seasonally dry Semideciduous Broadleaved Forest,"TOMÉ, M.V.D.F.; MIGLIORANZA, E.; VILHENA, A.H.T. & FONSECA, É.P. 1999 Composição florística e fitossociológica do Parque Estadual Mata São Francisco. Revista do Instituto Florestal 11 (1): 13-23.",
Celtis iguanaea (Jacq.) Sarg.,Celtis iguanaea (Jacq.) Sarg.,"Simonésia, floresta semidecidual",Brazil,-20.146099090576,-42.020599365234,831,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Byrsonima verbascifolia (L.) DC.,Byrsonima verbascifolia (L.) DC.,"Abaete, cerrado",Brazil,-19.082000732422,-44.960998535156,,,"SAPORETTI JR., A.W.; MEIRA NETO, J.A.A.; ALMADO, R.P. 2003  Fitossociologia de cerrado sensu stricto no município de Abaeté-MG. Revista Árvore 27 (3): 413-419",
Rudgea reticulata Benth.,Rudgea reticulata Benth.,"Muriaé, floresta semidecidual",Brazil,-21.080299377441,-42.428600311279,336,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Ixora brevifolia Benth.,Ixora brevifolia Benth.,"Serra das Araras, floresta ripícola",Brazil,-15.64640045166,-45.505001068115,633,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Psychotria deflexa DC.,Psychotria deflexa DC.,"Uberlândia, Miranda, floresta semidecidual",Brazil,-18.928899765015,-48.063301086426,890,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Eugenia myrcianthes Nied.,Eugenia myrcianthes Nied.,"Campinas, floresta semidecidual",Brazil,-22.821899414062,-47.110000610352,626,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Brasiliocroton mamoninha P.E.Berry & Cordeiro,Brasiliocroton mamoninha P.E.Berry & Cordeiro,"São Gabriel da Palha, floresta semidecidual",Brazil,-18.999200820923,-40.513301849365,267,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Casearia arborea (Rich.) Urb.,Casearia arborea (Rich.) Urb.,"Mogi Guaçu, floresta semidecidual",Brazil,-22.285600662231,-47.162200927734,582,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Swartzia panacoco (Aubl.) R.S.Cowan,Swartzia panacoco (Aubl.) R.S.Cowan,Parque Estadual Sumaúma,Brazil,-3.0355598926544,-58.995800018311,,,"PINHEIRO, E.S., MARTINOT, J.F., CAVALCANTE, D.G., MACEDO, M.A., NASCIMIENTO, A.Z.A., MARQUES, J.P.C 2010 Paisagem, estrutura, e composiçaõ florística de um parque urbano em Manaus, Amazonas, Brasil. Rodriguésia 61(3): 531-549",
Trichilia claussenii C.DC.,Trichilia claussenii C.DC.,"Cerro Largo, floresta semidecidual",Brazil,-28.127500534058,-54.735599517822,258,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Ocotea odorifera (Vell.) Rohwer,Ocotea odorifera (Vell.) Rohwer,"Serro, floresta semidecidual",Brazil,-18.548900604248,-43.387798309326,1120,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Abarema limae Iganci & Morim,Abarema limae Iganci & Morim,"Ilha do Cabo Frio, floresta semidecidual",Brazil,-22.994699478149,-41.989200592041,257,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Zanthoxylum fagara (L.) Sarg.,Zanthoxylum fagara (L.) Sarg.,"Palmitos, floresta semidecidual",Brazil,-27.091400146484,-53.099998474121,320,Seasonally cold Semideciduous Broadleaved Forest,"RUSCHEL, A.R.; GUERRA, M.P. & NODARI, R.O. 2009 Estrutura e composição florística de dois fragmentos da floresta estacional decidual do Alto-Uruguai, SC. Ciência Florestal 19 (2): 225-236.",
Calyptranthes pulchella DC.,Calyptranthes pulchella DC.,"Serra da Piedade, Santuário, nanofloresta rupícola",Brazil,-19.815599441528,-43.677799224854,1381,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Maclura tinctoria (L.) D.Don ex Steud.,Maclura tinctoria (L.) D.Don ex Steud.,"Araguari, floresta decidual",Brazil,-18.634199142456,-48.088901519775,714,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Miconia burchellii Triana,Miconia burchellii Triana,"Rio Jardim, floresta ripícola",Brazil,-15.888899803162,-47.455001831055,887,Seasonally dry Semideciduous Broadleaved Forest,"MORAIS, R.O.; IMAÑA-ENCINAS, J. & RIBEIRO, J.F. 2000 Fotossociologia da mata de galeria da cabeceira do rio Jardim. Boletim do Herbário Ezechias Paulo Heringer 5: 44-61.",
Sloanea hirsuta (Schott) Planch. ex Benth.,Sloanea hirsuta (Schott) Planch. ex Benth.,"Uberlândia, Sabiá, floresta semidecidual",Brazil,-18.909700393677,-48.228099822998,897,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Myrciaria floribunda (H.West ex Willd.) O.Berg,Myrciaria floribunda (H.West ex Willd.) O.Berg,"Carmo da Cachoeira, floresta semidecidual",Brazil,-21.428600311279,-45.199199676514,939,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Lacistema pubescens Mart.,Lacistema pubescens Mart.,"Jequitinhonha, Mata Escura, floresta semidecidual",Brazil,-16.343299865723,-41.090599060059,1122,Seasonally dry Semideciduous Broadleaved Forest,"COSENZA, B.A.P. 2003 Marcos Vidigal de Vasconcelos”, no município de Tombos, MG. Dissertação de Mestrado, Universidade Federal de Viçosa, Viçosa, MG, Brasil. Florística e fitossociologia na Reserva Particular do Patrimônio Natural – RPPN, “Dr.",
