Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata (Schott) Poepp. ex Baill.,"Limeira, floresta semidecidual",Brazil,-22.610300064087,-47.334400177002,579,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Cecropia pachystachya Trécul,Cecropia pachystachya Trécul,"Cuiaba Norte, cerrado",Brazil,-15.579999923706,-56.10599899292,NA,NA,"VILANOVA, S.R.F. 2008 Composição florística e valoração econômica de uma unidade de conservação urbana, Cuiabá – Mato Grosso. Dissertação de Mestrado, Universidade Federal de Mato Grosso, Cuiabá, MT, Brazil.",NA
Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia (Spreng.) Müll.Arg.,"Serra do Rola-Moça, nanofloresta rupícola",Brazil,-20.066400527954,-44.037799835205,1207,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Tabebuia obtusifolia (Cham.) Bureau,Tabebuia obtusifolia (Cham.) Bureau,"Ilha do Cabo Frio, floresta semidecidual",Brazil,-22.994699478149,-41.989200592041,257,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Rauvolfia grandiflora Mart. ex DC.,Rauvolfia grandiflora Mart. ex DC.,"Natividade, floresta semidecidual",Brazil,-21.004199981689,-41.944400787354,NA,NA,"ABREU, K.M.P. 2013 ESTRUTURA, FLORÍSTICA E DIVERSIDADE DE FRAGMENTOS DE
FLORESTA ESTACIONAL SEMIDECIDUAL NO NORTE-NOROESTE
FLUMINENSE Tese de Doutorado, Universidade Estadual do Norte Fluminense, Campos dos Goytacazes, RJ, Brasil.",NA
Eugenia myrcianthes Nied.,Eugenia myrcianthes Nied.,"Caracol, floresta decidual",Brazil,-17.927799224854,-57.547798156738,430,Seasonally dry Deciduous Broadleaved Forest,"PRANCE, G.T. & SCHALLER, G.B. 1982 Preliminary study of some vegetation types of the Pantanal, Mato Grosso, Brazil. Brittonia 34: 228-251.",NA
Rudgea viburnoides (Cham.) Benth.,Rudgea viburnoides (Cham.) Benth.,"Ibiá, floresta ripícola",Brazil,-19.596900939941,-46.526699066162,985,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Mouriri acutiflora Naudin,Mouriri acutiflora Naudin,"Ribeirão Cascalheira, UK Base Camp, cerrado",Brazil,-15.407500267029,-55.836898803711,503,Seasonally dry Semideciduous Parkland Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Trichilia silvatica C.DC.,Trichilia silvatica C.DC.,"Cachoeiro de Itapemirim, floresta semidecidual",Brazil,-20.74220085144,-41.30110168457,133,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Maytenus aquifolia Mart.,Maytenus aquifolia Mart.,"Ilha do Cabo Frio, floresta semidecidual",Brazil,-22.994699478149,-41.989200592041,257,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Dilodendron bipinnatum Radlk.,Dilodendron bipinnatum Radlk.,"Nova Ubiratã, floresta ripícola",Brazil,-12.718600273132,-51.779399871826,397,Seasonally dry Semideciduous Broadleaved Forest,"RATTER, J.A.; ASKEW, G.P.; MONTGOMERY, R.F. & GIFFORD, D.R. 1978  Observations on the vegetation of northeastern Mato Grosso, II. Forests and soils of the Rio Suiá–Missu area. Proceedings of the Royal Society of London B . 203: 191-208",NA
Antonia ovata Pohl,Antonia ovata Pohl,TO-PIUM Cerrado sensu stricto CE42,Brazil,-10.401300430298,-49.643001556396,NA,NA,"HAIDAR RF, DIAS R, AND FELFILI JM 2013 Mapeamento das regiões fitoecológicas e inventário florestal do estado do Tocantins. Palmas, TO. Governo do Estado do Tocantins p. 156",NA
Rudgea viburnoides (Cham.) Benth.,Rudgea viburnoides (Cham.) Benth.,"Luiz Antônio, floresta semidecidual",Brazil,-21.581899642944,-47.921398162842,520,Seasonally dry Semideciduous Broadleaved Forest,"NÓBREGA, A.M.; VALERI, S.V.; PAULA, R.C. & SILVA, S.A. 2008 Regeneração natural em remanescentes florestais e áreas reflorestadas da várzea do rio Mogi-Guaçu, Luiz Antônio - SP. Revista Árvore 32 (5): 909-920.",NA
Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima,Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima,"Santa Helena, floresta semidecidual",Brazil,-24.884199142456,-54.223899841309,237,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Solanum cernuum Vell.,Solanum cernuum Vell.,"Açucena, floresta semidecidual",Brazil,-19.043300628662,-42.433898925781,749,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Guettarda viburnoides Cham. & Schltdl.,Guettarda viburnoides Cham. & Schltdl.,"Sales, floresta semidecidual",Brazil,-21.412799835205,-49.495800018311,425,Seasonally dry Semideciduous Broadleaved Forest,"RANGA, N.T.; REZENDE, A.A.; CAVASSAN, O.; TONIATO, M.T.Z. & CIELO FILHO, R. & STRANGHETTI, V. 2011  Caracterização florística de remanescentes de vegetação nativa da região noroeste do estado de São Paulo, In: NECCHI JR., O. (Ed.) Fauna e flora de fragmentos florestais remanescentes da região noroeste do Estado de São Paulo. Ribeirão Preto: Holos Editora; 2012",NA
Myrocarpus fastigiatus Allemão,Myrocarpus fastigiatus Allemão,"Armação dos Búzios, Emerenças, floresta semidecidual",Brazil,-22.815000534058,-41.958099365234,46,Seasonally dry Semideciduous Broadleaved Forest,"KURTZ, B.C.; SÁ, C.F.C. & SILVA, D.O. 2009 Fitossociologia do componente arbustivo-arbóreo de florestas semidecíduas costeiras da região de Emerenças, Área de Proteção Ambiental do Pau Brasil, Armação dos Búzios, Rio de Janeiro, Brasil. Rodriguésia 60 (1",NA
Diospyros sericea A.DC.,Diospyros sericea A.DC.,"Delfinópolis, floresta semidecidual",Brazil,-20.516899108887,-46.571701049805,829,Seasonally dry Semideciduous Broadleaved Forest,"RATTER, J.A.; BRIDGEWATER, S. & RIBEIRO, J.F. 2003 Analysis of the floristic compositon of the Brazilian cerrado vegetation III. Comparison of the woody vegetation of 376 areas. Edinburgh Journal of Botany 60 (1): 57-109.",NA
Lithrea molleoides (Vell.) Engl.,Lithrea molleoides (Vell.) Engl.,"Presidente Epitácio, floresta semidecidual",Brazil,-21.618299484253,-51.883598327637,338,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Myrcia guianensis (Aubl.) DC.,Myrcia guianensis (Aubl.) DC.,"Grão Mogol, nanofloresta rupícola",Brazil,-16.546899795532,-42.918598175049,1068,Seasonally dry Semideciduous Broadleaved Forest,"VAN DEN BERG, E. 2007 Relatório de pesquisa, Lavras, MG. Composição florística e estrutura da comunidade arbórea de corredores e fragmentos florestais em Santo Antônio do Amparo, MG.",NA
Tabernaemontana catharinensis A.DC.,Tabernaemontana catharinensis A.DC.,"Medina, floresta semidecidual de cipó",Brazil,-16.281400680542,-41.545799255371,927,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata (Schott) Poepp. ex Baill.,"Santa Luzia, floresta ripícola",Brazil,-19.72439956665,-43.866401672363,679,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,"Ribeirão Cascalheira, cerrado",Brazil,-15.447500228882,-58.853298187256,300,Seasonally dry Semideciduous Parkland Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Urera aurantiaca Wedd.,Urera aurantiaca Wedd.,"Quatiguá, floresta semidecidual",Brazil,-23.450300216675,-51.254199981689,607,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Norantea guianensis (Aubl.) Choisy,Norantea guianensis (Aubl.) Choisy,"Planaltina, floresta ripícola",Brazil,-15.748100280762,-47.677501678467,896,Seasonally dry Semideciduous Broadleaved Forest,"PEREIRA, B.A.S.; MENDONÇA, R.C.; FILGUEIRAS, T.S.; PAULA, J.E. & HERINGER E.P. 1985 Levantamento florístico da área de Proteção Ambiental (APA) da Bacia do Rio São Bartolomeu, Distrito Federal. In: XXXVI Congresso Nacional de Botânica, Anais. Pp. 419-493",NA
Celtis pubescens (Kunth) Spreng.,Celtis brasiliensis (Gardner) Planch.,"Campos dos Goytacazes, floresta semidecidual de tabuleiro",Brazil,-21.715799331665,-41.263900756836,15,Seasonally dry Semideciduous Broadleaved Forest,"CARVALHO, F.A.; BRAGA, J.M.A.; GOMES, J.M.L.; SOUZA, J.S.S. & NASCIMENTO, M.T. 2006 Cerne Comunidade arbórea de uma floresta de baixada aluvial no município de Campos dos Goytacazes, RJ.",NA
Inga cylindrica (Vell.) Mart.,Inga cylindrica (Vell.) Mart.,Duer (Tocantins),Brazil,-11.265899658203,-49.712699890137,NA,NA,"HAIDAR, R.F. 2017. 2017 Tese de Doutorado, Universidade de Brasília, Brasília, DF, Brasil. Núcleo de florestas tropicais sazonalmente secas do Cerrado: diversidade, fitogeografia, endemismo, fenologia foliar e os controles ambientais e espaciais. 154",NA
Eugenia hiemalis Cambess.,Eugenia hiemalis Cambess.,"Adão Colares, Rio Itacambiruçu, floresta semidecidual",Brazil,-16.693899154663,-43.033100128174,750,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Genipa americana L.,Genipa americana L.,"Ibiaí, Pacuí, floresta decidual",Brazil,-16.786699295044,-44.964698791504,483,Seasonally dry Deciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",NA
Inga striata Benth.,Inga striata Benth.,"Colorado, floresta semidecidual",Brazil,-22.921899795532,-50.974201202393,361,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Machaerium nyctitans (Vell.) Benth.,Machaerium nyctitans (Vell.) Benth.,"Santa Rita de Caldas, floresta semidecidual",Brazil,-22.080600738525,-46.347801208496,1126,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Myrsine umbellata Mart.,Myrsine umbellata Mart.,"Águia Branca, floresta semidecidual",Brazil,-18.966899871826,-40.734699249268,202,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Diospyros sericea A.DC.,Diospyros sericea A.DC.,"Serra do Facão, cerrado rupícola",Brazil,-14.604999542236,-47.2160987854,458,Seasonally dry Semideciduous Parkland Savanna,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Clusia dardanoi G.Mariz & Maguire,Clusia dardanoi G.Mariz & Maguire,"São Vicente Férrer, floresta semidecidual",Brazil,-7.6069002151489,-35.431900024414,517,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Platypodium elegans Vogel,Platypodium elegans Vogel,Nova Xavantina 2 (Mato Grosso),Brazil,-14.333100318909,-52.333599090576,NA,NA,"PEREIRA, B.A.S., VENTUROLI, F. & CARVAHO, F.A. 2011 Florestas estacionais do cerrado: uma visão geral. Pesquisa Agropecuária Tropical. Florestas estacionais do cerrado: uma visão geral.  41(3): 446-455",NA
Aspidosperma olivaceum Müll.Arg.,Aspidosperma olivaceum Müll.Arg.,"Santa Rita do Sapucaí, floresta semidecidual",Brazil,-22.262500762939,-45.561901092529,1324,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Erythrina falcata Benth.,Erythrina falcata Benth.,"Lagoa Dourada, floresta semidecidual",Brazil,-20.924699783325,-44.101100921631,1115,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Eugenia pyriformis Cambess.,Eugenia pyriformis Cambess.,"Douradina, floresta semidecidual",Brazil,-23.430299758911,-51.944400787354,532,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",NA
Amaioua glomerulata (Lam. ex Poir.) Delprete & C.H.Perss.,Amaioua glomerulata (Lam. ex Poir.) Delprete & C.H.Perss.,"Cabeceira Grande, floresta ripícola",Brazil,-16.029399871826,-47.094699859619,929,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Syagrus coronata (Mart.) Becc.,Syagrus coronata (Mart.) Becc.,"Gurjaú, floresta semidecidual",Brazil,-8.1464004516602,-35.078098297119,155,Seasonally dry Semideciduous Broadleaved Forest,"BARROS, I.C.L.; SANTIAGO, A.C.P.; PEREIRA, A.F.N. & PIETROBOM, M.R. 2006 Pteridófitas. In: PÔRTO, K.C.; ALMEIDA-CORTEZ, J.S. & TABARELLI, M. (Orgs.) Diversidade biológica e conservação da Floresta Atlântica ao norte do Rio São Franciisco. Ministério do Meio Ambiente Pp.147-171, 336-338.",NA
Myrsine gardneriana A.DC.,Myrsine gardneriana A.DC.,"Coronel Murta, floresta semidecídual de cipó",Brazil,-16.528600692749,-42.170799255371,834,Seasonally dry Semideciduous Broadleaved Forest,"FERREIRA, R.L.C. 1997 Estrutura e dinâmica de uma floresta secundária de transição, Rio Vermelho e Serra Azul de Minas, MG. Tese de Doutorado, Universidade Federal de Viçosa, Viçosa, MG.",NA
Eugenia uniflora L.,Eugenia uniflora L.,"Coxim, floresta ripícola",Brazil,-20.431900024414,-54.638599395752,628,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Erythroxylum tortuosum Mart.,Erythroxylum tortuosum Mart.,"São Carlos, floresta semidecidual",Brazil,-21.982000350952,-47.869998931885,NA,NA,"OLIVEIRA, F.F. & BATALHA, M.A. 2005  Lognormal abundance distribution of woody species in a cerrado fragment (São Carlos, southeastern Brazil) Revista Brasileira de Botânica 28 (1): 39-45.",NA
Trichilia hirta L.,Trichilia hirta L.,"Simonésia, floresta semidecidual",Brazil,-20.146099090576,-42.020599365234,831,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
Genipa americana L.,Genipa americana L.,"Paulista, floresta semidecidual",Brazil,-7.9222002029419,-34.878898620605,71,Seasonally dry Semideciduous Broadleaved Forest,"ANDRADE-LIMA, D. 1979 A flora e a vegetação da área Janga-Manguape Paulista - Pernambuco. In: 30° Congresso Nacional de Botânica, Anais... Sociedade Brasileira de Botânica, Campo Grande, MS. pp. 179-190.",NA
Averrhoidium paraguaiense Radlk.,Averrhoidium paraguaiense Radlk.,"Anastácio, floresta ripícola",Brazil,-20.778600692749,-56.751098632812,402,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",NA
